,,,,,,,,,,x,x,,,,,,,,,,,
DATE,STATION,,GUN NO.,Voltage_actual,Voltage_Prog,Current_actual,Current_prog,Weld_time_actual,Weld_time_Prog,Heat Generated Actual,Heat Generated Prog,Energy_actual,,Energy_Prog,Heat_actual,Heat_prog,Resistance_actual,Resistance_prog,Phase_actual,Phase_prog,Derived heat,Derived Energy
22.12.2022,ECA-40,RH02,D1-MG-885,2,3,8.04,9,800,1000,12864,27000,13320.43,3%,10000,16084.4,10000,244,300,38.53,100,19392.48,16080
22.12.2022,ECA-40,RH02,D1-MG-885,1.91,3,8.1,9,800,1000,12376.8,27000,12816.9,3%,10000,15479.02,10000,230,300,37.78,100,19683,15471
22.12.2022,ECA-40,RH02,D1-MG-885,1.93,3,8.05,9,800,1000,12429.2,27000,12868.68,3%,10000,15541.71,10000,235,300,37.96,100,19440.75,15536.5
22.12.2022,ECA-40,RH02,D1-MG-885,1.95,3,8.22,9,641,1000,10274.589,27000,10377.1,1%,10000,16034.85,10000,221,300,38.23,100,20270.52,16029
22.12.2022,ECA-40,RH02,D1-MG-885,1.87,3,8.06,9,800,1000,12057.76,27000,12439.16,3%,10000,15072.95,10000,234,300,36.13,100,19489.08,15072.2
22.12.2022,ECA-40,RH02,D1-MG-885,1.85,3,8.06,9,800,1000,11928.8,27000,12370.62,4%,10000,14909.52,10000,221,300,36.19,100,19489.08,14911
22.12.2022,ECA-40,RH02,D1-MG-885,1.84,3,8.06,9,800,1000,11864.32,27000,12268.07,3%,10000,14830.03,10000,222,300,35.95,100,19489.08,14830.4
22.12.2022,ECA-40,RH02,D1-MG-885,1.95,3,8.06,9,800,1000,12573.6,27000,13021.81,3%,10000,15719.73,10000,240,300,37.18,100,19489.08,15717
22.12.2022,ECA-40,RH02,D1-MG-885,1.69,3,8.75,9,560,1000,8281,27000,8401.767,1%,10000,14790.2,10000,180,300,35.19,100,22968.75,14787.5
22.12.2022,ECA-40,RH02,D1-MG-885,1.6,3,9.13,9,560,1000,8180.48,27000,8306.425,2%,10000,14606.88,10000,166,300,34.91,100,25007.07,14608
22.12.2022,ECA-40,RH02,D1-MG-885,1.7,3,8.65,9,661,1000,9720.005,27000,9818.387,1%,10000,14701.94,10000,187,300,35.36,100,22446.75,14705
22.12.2022,ECA-40,RH02,D1-MG-885,1.97,3,8.05,9,800,1000,12686.8,27000,13121.69,3%,10000,15852.59,10000,237,300,37.48,100,19440.75,15858.5
22.12.2022,ECA-40,RH02,D1-MG-885,1.96,3,8.18,9,800,1000,12826.24,27000,13239.05,3%,10000,16042.01,10000,233,300,37.6,100,20073.72,16032.8
22.12.2022,ECA-40,RH02,D1-MG-885,1.99,3,8.37,9,626,1000,10426.8438,27000,10544.03,1%,10000,16657.1,10000,222,300,38.16,100,21017.07,16656.3
22.12.2022,ECA-40,RH02,D1-MG-885,1.85,3,8.05,9,800,1000,11914,27000,12297.21,3%,10000,14896.57,10000,222,300,35.89,100,19440.75,14892.5
22.12.2022,ECA-40,RH02,D1-MG-885,1.87,3,8.12,9,800,1000,12147.52,27000,12548.99,3%,10000,15184.03,10000,220,300,36.1,100,19780.32,15184.4
22.12.2022,ECA-40,RH02,D1-MG-885,1.94,3,8.15,9,800,1000,12648.8,27000,13046.35,3%,10000,15803.05,10000,232,300,36.86,100,19926.75,15811
22.12.2022,ECA-40,RH02,D1-MG-885,1.95,3,8.05,9,800,1000,12558,27000,13004.48,3%,10000,15704.52,10000,238,300,36.78,100,19440.75,15697.5
22.12.2022,ECA-40,RH02,D1-MG-885,2.05,3,8.11,9,816,1000,13566.408,27000,14054.69,3%,10000,16625.91,10000,252,300,38.42,100,19731.63,16625.5
22.12.2022,ECA-40,RH02,D1-MG-885,1.77,3,8.82,9,560,1000,8742.384,27000,8846.846,1%,10000,15614.05,10000,183,300,36.2,100,23337.72,15611.4
22.12.2022,ECA-40,RH02,D1-MG-885,1.58,3,8.94,9,691,1000,9760.5132,27000,9873.839,1%,10000,14122.83,10000,170,300,33.91,100,23977.08,14125.2
22.12.2022,ECA-40,RH02,D1-MG-885,1.84,3,8.82,9,560,1000,9088.128,27000,9204.245,1%,10000,16222.36,10000,194,300,37.24,100,23337.72,16228.8
22.12.2022,ECA-40,RH02,D1-MG-885,2,3,8.06,9,800,1000,12896,27000,13312.93,3%,10000,16112.4,10000,246,300,37.35,100,19489.08,16120
22.12.2022,ECA-40,RH02,D1-MG-885,1.9,3,8.04,9,800,1000,12220.8,27000,12593.74,3%,10000,15271.44,10000,226,300,36.19,100,19392.48,15276
22.12.2022,ECA-40,RH02,D1-MG-885,1.93,3,8.05,9,800,1000,12429.2,27000,12880.97,4%,10000,15538.43,10000,234,300,36.56,100,19440.75,15536.5
22.12.2022,ECA-40,RH02,D1-MG-885,1.93,3,8.05,9,800,1000,12429.2,27000,12842.34,3%,10000,15543.25,10000,232,300,36.43,100,19440.75,15536.5
22.12.2022,ECA-40,RH02,D1-MG-885,1.92,3,8.14,9,800,1000,12503.04,27000,12940.6,3%,10000,15632.45,10000,229,300,36.49,100,19877.88,15628.8
22.12.2022,ECA-40,RH02,D1-MG-885,1.86,3,8.05,9,800,1000,11978.4,27000,12412.11,3%,10000,14979.14,10000,235,300,35.7,100,19440.75,14973
22.12.2022,ECA-40,RH02,D1-MG-885,1.9,3,8.1,9,800,1000,12312,27000,12763.41,4%,10000,15384.49,10000,229,300,36.38,100,19683,15390
22.12.2022,ECA-40,RH02,D1-MG-885,2.01,3,8.17,9,800,1000,13137.36,27000,13568.71,3%,10000,16415.47,10000,247,300,37.72,100,20024.67,16421.7
22.12.2022,ECA-40,RH02,D1-MG-885,1.7,3,9.14,9,560,1000,8701.28,27000,8819.616,1%,10000,15537.32,10000,175,300,35.73,100,25061.88,15538
22.12.2022,ECA-40,RH02,D1-MG-885,1.65,3,9.46,9,560,1000,8741.04,27000,8882.972,2%,10000,15608.5,10000,166,300,35.61,100,26847.48,15609
22.12.2022,ECA-40,RH02,D1-MG-885,1.81,3,8.63,9,626,1000,9778.3078,27000,9894.859,1%,10000,15628.08,10000,200,300,36.13,100,22343.07,15620.3
22.12.2022,ECA-40,RH02,D1-MG-885,1.93,3,8.06,9,800,1000,12444.64,27000,12872.85,3%,10000,15558.7,10000,235,300,36.57,100,19489.08,15555.8
22.12.2022,ECA-40,RH02,D1-MG-885,1.95,3,8.05,9,800,1000,12558,27000,12958.71,3%,10000,15698.67,10000,236,300,36.81,100,19440.75,15697.5
22.12.2022,ECA-40,RH02,D1-MG-885,1.88,3,8.06,9,800,1000,12122.24,27000,12552.27,3%,10000,15145.66,10000,225,300,36.4,100,19489.08,15152.8
22.12.2022,ECA-40,RH02,D1-MG-885,1.89,3,8.04,9,800,1000,12156.48,27000,12551.78,3%,10000,15204.29,10000,238,300,36.32,100,19392.48,15195.6
22.12.2022,ECA-40,RH02,D1-MG-885,1.91,3,8.03,9,800,1000,12269.84,27000,12686.25,3%,10000,15331.57,10000,232,300,36.39,100,19344.27,15337.3
22.12.2022,ECA-40,RH02,D1-MG-885,1.86,3,8.03,9,800,1000,11948.64,27000,12379.28,3%,10000,14943.98,10000,222,300,35.8,100,19344.27,14935.8
22.12.2022,ECA-40,RH02,D1-MG-885,1.87,3,8.04,9,800,1000,12027.84,27000,12437.81,3%,10000,15037.42,10000,224,300,36.07,100,19392.48,15034.8
22.12.2022,ECA-40,RH02,D1-MG-885,2.05,3,8.09,9,847,1000,14047.0715,27000,14540.58,3%,10000,16577.32,10000,258,300,38.46,100,19634.43,16584.5
22.12.2022,ECA-40,RH02,D1-MG-885,1.83,3,9.15,9,610,1000,10214.145,27000,10311.12,1%,10000,16736.08,10000,188,300,37.25,100,25116.75,16744.5
22.12.2022,ECA-40,RH02,D1-MG-885,1.55,3,8.68,9,725,1000,9754.15,27000,9836.082,1%,10000,13454.46,10000,172,300,33.16,100,22602.72,13454
22.12.2022,ECA-40,RH02,D1-MG-885,1.8,3,8.68,9,625,1000,9765,27000,9885.954,1%,10000,15620.22,10000,198,300,35.88,100,22602.72,15624
22.12.2022,ECA-40,RH02,D1-MG-885,2.01,3,8.02,9,800,1000,12896.16,27000,13352.82,3%,10000,16115.58,10000,243,300,37.47,100,19296.12,16120.2
22.12.2022,ECA-40,RH02,D1-MG-885,1.95,3,8.04,9,800,1000,12542.4,27000,12943.17,3%,10000,15678,10000,237,300,36.84,100,19392.48,15678
22.12.2022,ECA-40,RH02,D1-MG-885,1.93,3,8.05,9,800,1000,12429.2,27000,12865.16,3%,10000,15536.89,10000,234,300,36.75,100,19440.75,15536.5
22.12.2022,ECA-40,RH02,D1-MG-885,1.89,3,8.06,9,800,1000,12186.72,27000,12587.42,3%,10000,15233.59,10000,239,300,36.21,100,19489.08,15233.4
22.12.2022,ECA-40,RH02,D1-MG-885,1.93,3,8.03,9,800,1000,12398.32,27000,12808.55,3%,10000,15493.65,10000,235,300,37.4,100,19344.27,15497.9
22.12.2022,ECA-40,RH02,D1-MG-885,1.94,3,8.15,9,800,1000,12648.8,27000,13101.76,3%,10000,15811.97,10000,234,300,37.46,100,19926.75,15811
22.12.2022,ECA-40,RH02,D1-MG-885,1.94,3,8.06,9,800,1000,12509.12,27000,12932.27,3%,10000,15636.21,10000,238,300,37.13,100,19489.08,15636.4
22.12.2022,ECA-40,RH02,D1-MG-885,1.97,3,8.08,9,806,1000,12829.5856,27000,13269.79,3%,10000,15913.86,10000,250,300,37.95,100,19585.92,15917.6
22.12.2022,ECA-40,RH02,D1-MG-885,1.75,3,8.6,9,648,1000,9752.4,27000,9878.229,1%,10000,15052.97,10000,193,300,35.91,100,22188,15050
22.12.2022,ECA-40,RH02,D1-MG-885,1.52,3,8.79,9,727,1000,9713.3016,27000,9804.264,1%,10000,13362.17,10000,168,300,33.52,100,23179.23,13360.8
22.12.2022,ECA-40,RH02,D1-MG-885,1.79,3,8.96,9,560,1000,8981.504,27000,9071.207,1%,10000,16031.6,10000,184,300,36.93,100,24084.48,16038.4
22.12.2022,ECA-40,RH02,D1-MG-885,2.11,3,8.09,9,800,1000,13655.92,27000,14133.67,3%,10000,17067.37,10000,255,300,38.99,100,19634.43,17069.9
22.12.2022,ECA-40,RH02,D1-MG-885,1.94,3,8.05,9,800,1000,12493.6,27000,12916.89,3%,10000,15607.69,10000,236,300,37.15,100,19440.75,15617
22.12.2022,ECA-40,RH02,D1-MG-885,1.99,3,8.43,9,652,1000,10937.7564,27000,11011.21,1%,10000,16766.35,10000,225,300,38.3,100,21319.47,16775.7
22.12.2022,ECA-40,RH02,D1-MG-885,1.94,3,8.19,9,800,1000,12710.88,27000,13096.92,3%,10000,15879.09,10000,229,300,37.4,100,20122.83,15888.6
22.12.2022,ECA-40,RH02,D1-MG-885,1.92,3,8.02,9,800,1000,12318.72,27000,12735.92,3%,10000,15403.39,10000,231,300,37.14,100,19296.12,15398.4
22.12.2022,ECA-40,RH02,D1-MG-885,1.85,3,8.03,9,800,1000,11884.4,27000,12335.54,4%,10000,14862.71,10000,222,300,36.53,100,19344.27,14855.5
22.12.2022,ECA-40,RH02,D1-MG-885,1.95,3,8.05,9,800,1000,12558,27000,13038,4%,10000,15706.08,10000,240,300,37.44,100,19440.75,15697.5
22.12.2022,ECA-40,RH02,D1-MG-885,2.01,3,8.07,9,800,1000,12976.56,27000,13408.72,3%,10000,16229.54,10000,242,300,38.29,100,19537.47,16220.7
22.12.2022,ECA-40,RH02,D1-MG-885,1.8,3,8.88,9,560,1000,8951.04,27000,9026.36,1%,10000,15977.34,10000,187,300,37.03,100,23656.32,15984
22.12.2022,ECA-40,RH02,D1-MG-885,1.69,3,9.51,9,560,1000,9000.264,27000,9138.869,2%,10000,16075.11,10000,168,300,37.02,100,27132.03,16071.9
22.12.2022,ECA-40,RH02,D1-MG-885,1.87,3,8.83,9,560,1000,9246.776,27000,9338.526,1%,10000,16509.48,10000,196,300,37.69,100,23390.67,16512.1
22.12.2022,ECA-40,RH02,D1-MG-885,2.05,3,8.06,9,811,1000,13400.153,27000,13862.33,3%,10000,16512.96,10000,254,300,38.7,100,19489.08,16523
22.12.2022,ECA-40,RH02,D1-MG-885,1.91,3,8.02,9,800,1000,12254.56,27000,12686.1,3%,10000,15326.22,10000,230,300,36.87,100,19296.12,15318.2
22.12.2022,ECA-40,RH02,D1-MG-885,1.91,3,8.05,9,800,1000,12300.4,27000,12740.04,3%,10000,15373.59,10000,235,300,37.05,100,19440.75,15375.5
22.12.2022,ECA-40,RH02,D1-MG-885,1.98,3,8.06,9,800,1000,12767.04,27000,13196.04,3%,10000,15951.67,10000,244,300,37.83,100,19489.08,15958.8
22.12.2022,ECA-40,RH02,D1-MG-885,1.87,3,8.02,9,800,1000,11997.92,27000,12405.34,3%,10000,14997.59,10000,231,300,35.66,100,19296.12,14997.4
22.12.2022,ECA-40,RH02,D1-MG-885,1.94,3,8.09,9,800,1000,12555.68,27000,13005.58,3%,10000,15699.26,10000,235,300,36.9,100,19634.43,15694.6
22.12.2022,ECA-40,RH02,D1-MG-885,1.91,3,8.14,9,800,1000,12437.92,27000,12845.92,3%,10000,15551.6,10000,226,300,36.68,100,19877.88,15547.4
22.12.2022,ECA-40,RH02,D1-MG-885,2.02,3,8.02,9,800,1000,12960.32,27000,13433.4,4%,10000,16199.19,10000,249,300,38.08,100,19296.12,16200.4
22.12.2022,ECA-40,RH02,D1-MG-885,1.73,3,8.9,9,560,1000,8622.32,27000,8699.914,1%,10000,15390.25,10000,180,300,35.81,100,23763,15397
22.12.2022,ECA-40,RH02,D1-MG-885,1.58,3,8.98,9,560,1000,7945.504,27000,8025.411,1%,10000,14190.3,10000,164,300,34.18,100,24192.12,14188.4
22.12.2022,ECA-40,RH02,D1-MG-885,1.7,3,8.61,9,667,1000,9762.879,27000,9838.794,1%,10000,14635.81,10000,185,300,35.15,100,22239.63,14637
22.12.2022,ECA-40,RH02,D1-MG-885,1.9,3,8.07,9,800,1000,12266.4,27000,12673.77,3%,10000,15340.98,10000,225,300,36.11,100,19537.47,15333
22.12.2022,ECA-40,RH02,D1-MG-885,1.96,3,8.1,9,800,1000,12700.8,27000,13092.33,3%,10000,15866.59,10000,237,300,37.2,100,19683,15876
22.12.2022,ECA-40,RH02,D1-MG-885,1.92,3,8.05,9,800,1000,12364.8,27000,12801.53,3%,10000,15461.57,10000,231,300,36.43,100,19440.75,15456
22.12.2022,ECA-40,RH02,D1-MG-885,1.89,3,8.03,9,800,1000,12141.36,27000,12562.84,3%,10000,15183.5,10000,224,300,35.81,100,19344.27,15176.7
22.12.2022,ECA-40,RH02,D1-MG-885,1.16,3,9.64,9,560,1000,6262.144,27000,6393.74,2%,10000,11177.88,10000,121,300,30.09,100,27878.88,11182.4
22.12.2022,ECA-40,RH02,D1-MG-885,1.16,3,9.68,9,560,1000,6288.128,27000,6463.381,3%,10000,11223.12,10000,122,300,30.07,100,28110.72,11228.8
22.12.2022,ECA-40,RH02,D1-MG-885,1.17,3,9.7,9,560,1000,6355.44,27000,6506.012,2%,10000,11345.49,10000,122,300,30.09,100,28227,11349
22.12.2022,ECA-40,RH02,D1-MG-885,1.17,3,9.72,9,560,1000,6368.544,27000,6537.815,3%,10000,11371.11,10000,122,300,30.07,100,28343.52,11372.4
22.12.2022,ECA-40,RH02,D1-MG-885,1.93,3,8.04,9,800,1000,12413.76,27000,12832.93,3%,10000,15522.8,10000,232,300,36.4,100,19392.48,15517.2
22.12.2022,ECA-40,RH02,D1-MG-885,1.95,3,8.06,9,800,1000,12573.6,27000,13010.39,3%,10000,15711.54,10000,239,300,36.77,100,19489.08,15717
22.12.2022,ECA-40,RH02,D1-MG-885,1.94,3,8.06,9,800,1000,12509.12,27000,12948.68,3%,10000,15638.15,10000,237,300,36.52,100,19489.08,15636.4
22.12.2022,ECA-40,RH02,D1-MG-885,2.08,3,8.17,9,800,1000,13594.88,27000,14036.13,3%,10000,16989.23,10000,249,300,38.29,100,20024.67,16993.6
22.12.2022,ECA-40,RH02,D1-MG-885,1.83,3,9.09,9,610,1000,10147.167,27000,10213.99,1%,10000,16632.69,10000,188,300,36.91,100,24788.43,16634.7
22.12.2022,ECA-40,RH02,D1-MG-885,1.57,3,8.86,9,700,1000,9737.14,27000,9827.276,1%,10000,13914.13,10000,173,300,33.47,100,23549.88,13910.2
22.12.2022,ECA-40,RH02,D1-MG-885,1.84,3,8.76,9,560,1000,9026.304,27000,9144.376,1%,10000,16118.95,10000,195,300,36.67,100,23021.28,16118.4
22.12.2022,ECA-40,RH02,D1-MG-885,2.09,3,8.05,9,800,1000,13459.6,27000,13924.61,3%,10000,16828.26,10000,251,300,38.38,100,19440.75,16824.5
22.12.2022,ECA-40,RH02,D1-MG-885,1.91,3,8.06,9,800,1000,12315.68,27000,12731.95,3%,10000,15400.52,10000,228,300,36.64,100,19489.08,15394.6
22.12.2022,ECA-40,RH02,D1-MG-885,1.9,3,8.02,9,800,1000,12190.4,27000,12593.5,3%,10000,15236.29,10000,227,300,36.02,100,19296.12,15238
22.12.2022,ECA-40,RH02,D1-MG-885,1.95,3,8.05,9,800,1000,12558,27000,12977.11,3%,10000,15698.67,10000,234,300,36.75,100,19440.75,15697.5
22.12.2022,ECA-40,RH02,D1-MG-885,1.93,3,8.07,9,800,1000,12460.08,27000,12924.84,4%,10000,15580.89,10000,235,300,37.19,100,19537.47,15575.1
22.12.2022,ECA-40,RH02,D1-MG-885,1.94,3,8.05,9,800,1000,12493.6,27000,12929.95,3%,10000,15616.81,10000,238,300,37.1,100,19440.75,15617
22.12.2022,ECA-40,RH02,D1-MG-885,1.94,3,8.06,9,800,1000,12509.12,27000,12917.03,3%,10000,15635.82,10000,236,300,36.75,100,19489.08,15636.4
22.12.2022,ECA-40,RH02,D1-MG-885,1.96,3,8.06,9,800,1000,12638.08,27000,13092.89,3%,10000,15799.76,10000,240,300,37.05,100,19489.08,15797.6
22.12.2022,ECA-40,RH02,D1-MG-885,1.76,3,8.75,9,636,1000,9794.4,27000,9879.677,1%,10000,15408.27,10000,190,300,35.64,100,22968.75,15400
22.12.2022,ECA-40,RH02,D1-MG-885,1.53,3,8.87,9,714,1000,9689.7654,27000,9820.194,1%,10000,13565.13,10000,168,300,33.17,100,23603.07,13571.1
22.12.2022,ECA-40,RH02,D1-MG-885,1.81,3,8.67,9,623,1000,9776.5521,27000,9888.324,1%,10000,15690.71,10000,199,300,36.27,100,22550.67,15692.7
22.12.2022,ECA-40,RH02,D1-MG-885,2.05,3,8.06,9,800,1000,13218.4,27000,13654.08,3%,10000,16524.44,10000,245,300,38.1,100,19489.08,16523
22.12.2022,ECA-40,RH02,D1-MG-885,1.93,3,8.15,9,800,1000,12583.6,27000,12999.29,3%,10000,15724.87,10000,228,300,36.96,100,19926.75,15729.5
22.12.2022,ECA-40,RH02,D1-MG-885,1.93,3,8.05,9,800,1000,12429.2,27000,12863.84,3%,10000,15531.48,10000,231,300,36.75,100,19440.75,15536.5
22.12.2022,ECA-40,RH02,D1-MG-885,1.92,3,8.04,9,800,1000,12349.44,27000,12782.16,3%,10000,15436.61,10000,231,300,36.57,100,19392.48,15436.8
22.12.2022,ECA-40,RH02,D1-MG-885,1.93,3,8.03,9,800,1000,12398.32,27000,12830.57,3%,10000,15492.5,10000,236,300,36.62,100,19344.27,15497.9
22.12.2022,ECA-40,RH02,D1-MG-885,1.91,3,8.05,9,800,1000,12300.4,27000,12718.93,3%,10000,15369.39,10000,230,300,36.5,100,19440.75,15375.5
22.12.2022,ECA-40,RH02,D1-MG-885,1.95,3,8.14,9,800,1000,12698.4,27000,13123.44,3%,10000,15867.93,10000,235,300,37.02,100,19877.88,15873
22.12.2022,ECA-40,RH02,D1-MG-885,2.03,3,8.08,9,806,1000,13220.3344,27000,13667.4,3%,10000,16395.9,10000,252,300,37.96,100,19585.92,16402.4
22.12.2022,ECA-40,RH02,D1-MG-885,1.74,3,8.74,9,646,1000,9824.1096,27000,9886.255,1%,10000,15200.99,10000,187,300,35.45,100,22916.28,15207.6
22.12.2022,ECA-40,RH02,D1-MG-885,1.57,3,8.98,9,689,1000,9713.9354,27000,9842.453,1%,10000,14106.29,10000,172,300,34.05,100,24192.12,14098.6
22.12.2022,ECA-40,RH02,D1-MG-885,1.85,3,8.78,9,560,1000,9096.08,27000,9183.924,1%,10000,16235.23,10000,196,300,36.74,100,23126.52,16243
22.12.2022,ECA-40,RH02,D1-MG-885,2.04,3,8.05,9,806,1000,13236.132,27000,13675.49,3%,10000,16415.68,10000,250,300,38.01,100,19440.75,16422
22.12.2022,ECA-40,RH02,D1-MG-885,1.87,3,8.06,9,800,1000,12057.76,27000,12469.1,3%,10000,15063.04,10000,226,300,36.11,100,19489.08,15072.2
22.12.2022,ECA-40,RH02,D1-MG-885,1.9,3,8.05,9,800,1000,12236,27000,12631.73,3%,10000,15294.62,10000,229,300,36.55,100,19440.75,15295
22.12.2022,ECA-40,RH02,D1-MG-885,1.92,3,8.07,9,800,1000,12395.52,27000,12831.55,3%,10000,15495.36,10000,235,300,37.01,100,19537.47,15494.4
22.12.2022,ECA-40,RH02,D1-MG-885,1.93,3,8.05,9,800,1000,12429.2,27000,12861.21,3%,10000,15531.67,10000,234,300,36.55,100,19440.75,15536.5
22.12.2022,ECA-40,RH02,D1-MG-885,1.88,3,8.03,9,800,1000,12077.12,27000,12501.19,3%,10000,15092.64,10000,225,300,35.86,100,19344.27,15096.4
22.12.2022,ECA-40,RH02,D1-MG-885,1.89,3,8.25,9,800,1000,12474,27000,12897.24,3%,10000,15597.04,10000,231,300,36.46,100,20418.75,15592.5
22.12.2022,ECA-40,RH02,D1-MG-885,2.04,3,8.03,9,800,1000,13104.96,27000,13553.58,3%,10000,16383.44,10000,255,300,37.83,100,19344.27,16381.2
22.12.2022,ECA-40,RH02,D1-MG-885,1.75,3,8.8,9,638,1000,9825.2,27000,9888.163,1%,10000,15405.6,10000,186,300,35.42,100,23232,15400
22.12.2022,ECA-40,RH02,D1-MG-885,1.57,3,8.79,9,705,1000,9729.2115,27000,9854.607,1%,10000,13807.21,10000,173,300,33.71,100,23179.23,13800.3
22.12.2022,ECA-40,RH02,D1-MG-885,1.8,3,8.7,9,626,1000,9803.16,27000,9913.14,1%,10000,15660.54,10000,194,300,36.31,100,22707,15660
22.12.2022,ECA-40,RH02,D1-MG-885,2.1,3,8.05,9,838,1000,14166.39,27000,14633.36,3%,10000,16909.2,10000,257,300,38.61,100,19440.75,16905
22.12.2022,ECA-40,RH02,D1-MG-885,1.94,3,8.04,9,800,1000,12478.08,27000,12928.03,3%,10000,15606.52,10000,236,300,36.78,100,19392.48,15597.6
22.12.2022,ECA-40,RH02,D1-MG-885,1.85,3,8.07,9,800,1000,11943.6,27000,12368.76,3%,10000,14926.54,10000,220,300,35.91,100,19537.47,14929.5
22.12.2022,ECA-40,RH02,D1-MG-885,1.99,3,8.04,9,800,1000,12799.68,27000,13235.35,3%,10000,15996.22,10000,243,300,37.24,100,19392.48,15999.6
22.12.2022,ECA-40,RH02,D1-MG-885,1.93,3,8.1,9,800,1000,12506.4,27000,12972.83,4%,10000,15633.96,10000,234,300,36.8,100,19683,15633
22.12.2022,ECA-40,RH02,D1-MG-885,1.92,3,8.1,9,800,1000,12441.6,27000,12917.85,4%,10000,15558.91,10000,232,300,36.65,100,19683,15552
22.12.2022,ECA-40,RH02,D1-MG-885,1.93,3,8.07,9,800,1000,12460.08,27000,12890.02,3%,10000,15565.84,10000,238,300,36.74,100,19537.47,15575.1
22.12.2022,ECA-40,RH02,D1-MG-885,2.06,3,8.04,9,800,1000,13249.92,27000,13710.31,3%,10000,16557.87,10000,247,300,38.16,100,19392.48,16562.4
22.12.2022,ECA-40,RH02,D1-MG-885,1.77,3,8.73,9,633,1000,9781.1793,27000,9892.132,1%,10000,15445.55,10000,191,300,35.83,100,22863.87,15452.1
22.12.2022,ECA-40,RH02,D1-MG-885,1.57,3,8.67,9,713,1000,9705.2847,27000,9842.415,1%,10000,13616.45,10000,175,300,33.53,100,22550.67,13611.9
22.12.2022,ECA-40,RH02,D1-MG-885,1.81,3,8.66,9,624,1000,9780.9504,27000,9900.568,1%,10000,15682.02,10000,194,300,36.19,100,22498.68,15674.6
22.12.2022,ECA-40,RH02,D1-MG-885,2.12,3,8.08,9,800,1000,13703.68,27000,14178.71,3%,10000,17122.39,10000,256,300,39.18,100,19585.92,17129.6
22.12.2022,ECA-40,RH02,D1-MG-885,1.88,3,8.04,9,800,1000,12092.16,27000,12470.74,3%,10000,15110.12,10000,231,300,36.14,100,19392.48,15115.2
22.12.2022,ECA-40,RH02,D1-MG-885,1.92,3,8.02,9,800,1000,12318.72,27000,12748.68,3%,10000,15405.31,10000,229,300,36.53,100,19296.12,15398.4
22.12.2022,ECA-40,RH02,D1-MG-885,1.99,3,8.04,9,800,1000,12799.68,27000,13208.14,3%,10000,15994.23,10000,242,300,37.32,100,19392.48,15999.6
22.12.2022,ECA-40,RH02,D1-MG-885,1.94,3,8.13,9,800,1000,12617.76,27000,13016.69,3%,10000,15766.96,10000,233,300,36.94,100,19829.07,15772.2
22.12.2022,ECA-40,RH02,D1-MG-885,1.94,3,8.14,9,800,1000,12633.28,27000,13066.09,3%,10000,15790.82,10000,233,300,37,100,19877.88,15791.6
22.12.2022,ECA-40,RH02,D1-MG-885,1.9,3,8.14,9,800,1000,12372.8,27000,12835.74,4%,10000,15464.48,10000,230,300,36.65,100,19877.88,15466
22.12.2022,ECA-40,RH02,D1-MG-885,2.04,3,8.15,9,800,1000,13300.8,27000,13751.88,3%,10000,16623.14,10000,251,300,37.88,100,19926.75,16626
22.12.2022,ECA-40,RH02,D1-MG-885,1.8,3,8.87,9,560,1000,8940.96,27000,9025.68,1%,10000,15961.68,10000,189,300,36.63,100,23603.07,15966
22.12.2022,ECA-40,RH02,D1-MG-885,1.84,3,8.64,9,560,1000,8902.656,27000,8992.385,1%,10000,15903.12,10000,196,300,36.39,100,22394.88,15897.6
22.12.2022,ECA-40,RH02,D1-MG-885,2.08,3,8.1,9,800,1000,13478.4,27000,13896.02,3%,10000,16855.7,10000,253,300,38.28,100,19683,16848
22.12.2022,ECA-40,RH02,D1-MG-885,1.94,3,8.13,9,800,1000,12617.76,27000,13045.65,3%,10000,15778.02,10000,233,300,36.88,100,19829.07,15772.2
22.12.2022,ECA-40,RH02,D1-MG-885,1.89,3,8.13,9,800,1000,12292.56,27000,12674.27,3%,10000,15361.35,10000,231,300,36.31,100,19829.07,15365.7
22.12.2022,ECA-40,RH02,D1-MG-885,1.97,3,8.19,9,800,1000,12907.44,27000,13338.1,3%,10000,16140.41,10000,232,300,37.33,100,20122.83,16134.3
22.12.2022,ECA-40,RH02,D1-MG-885,1.13,3,9.63,9,560,1000,6093.864,27000,6232.554,2%,10000,10884.61,10000,118,300,30.36,100,27821.07,10881.9
22.12.2022,ECA-40,RH02,D1-MG-885,1.13,3,9.66,9,560,1000,6112.848,27000,6273.372,3%,10000,10912.97,10000,118,300,30.92,100,27994.68,10915.8
22.12.2022,ECA-40,RH02,D1-MG-885,1.63,3,9.19,9,560,1000,8388.632,27000,8487.635,1%,10000,14980.51,10000,167,300,35.06,100,25336.83,14979.7
22.12.2022,ECA-40,RH02,D1-MG-885,1.94,3,8.15,9,800,1000,12648.8,27000,13082.95,3%,10000,15804.02,10000,234,300,37.27,100,19926.75,15811
22.12.2022,ECA-40,RH02,D1-MG-885,1.95,3,8.06,9,800,1000,12573.6,27000,12989.4,3%,10000,15719.14,10000,238,300,37.09,100,19489.08,15717
22.12.2022,ECA-40,RH02,D1-MG-885,1.97,3,8.54,9,800,1000,13459.04,27000,13897.91,3%,10000,16830.3,10000,226,300,38.17,100,21879.48,16823.8
