,,,,,,,,,,x,x,,,,,,,,,,,
DATE,STATION,,GUN NO.,Voltage_actual,Voltage_Prog,Current_actual,Current_prog,Weld_time_actual,Weld_time_Prog,Heat Generated Actual,Heat Generated Prog,Energy_actual,,Energy_Prog,Heat_actual,Heat_prog,Resistance_actual,Resistance_prog,Phase_actual,Phase_prog,Derived heat,Derived Energy
22.12.2022,ECA-40,RH02,D1-MG-885,1.92,3,8.1,9,800,1000,12441.6,27000,12873,3%,10000,15546.82,10000,238,300,36.52,100,19683,15552
22.12.2022,ECA-40,RH02,D1-MG-885,2.02,3,8.09,9,800,1000,13073.44,27000,13530.68,3%,10000,16335.13,10000,250,300,37.71,100,19634.43,16341.8
22.12.2022,ECA-40,RH02,D1-MG-885,1.8,3,8.64,9,560,1000,8709.12,27000,8832.437,1%,10000,15547.68,10000,193,300,36.23,100,22394.88,15552
22.12.2022,ECA-40,RH02,D1-MG-885,1.63,3,9.26,9,560,1000,8452.528,27000,8541.296,1%,10000,15088.42,10000,167,300,35.56,100,25724.28,15093.8
22.12.2022,ECA-40,RH02,D1-MG-885,1.83,3,8.8,9,610,1000,9823.44,27000,9925.722,1%,10000,16098.88,10000,195,300,36.76,100,23232,16104
22.12.2022,ECA-40,RH02,D1-MG-885,2.06,3,8.04,9,800,1000,13249.92,27000,13708.17,3%,10000,16561.37,10000,251,300,38.3,100,19392.48,16562.4
22.12.2022,ECA-40,RH02,D1-MG-885,1.95,3,8.04,9,800,1000,12542.4,27000,13000.79,4%,10000,15680.14,10000,237,300,37.31,100,19392.48,15678
22.12.2022,ECA-40,RH02,D1-MG-885,1.94,3,8.06,9,800,1000,12509.12,27000,12890.92,3%,10000,15630.58,10000,232,300,37.25,100,19489.08,15636.4
22.12.2022,ECA-40,RH02,D1-MG-885,1.95,3,8.03,9,800,1000,12526.8,27000,12940.03,3%,10000,15653.43,10000,234,300,37.37,100,19344.27,15658.5
22.12.2022,ECA-40,RH02,D1-MG-885,1.94,3,8.08,9,800,1000,12540.16,27000,12971.32,3%,10000,15674.81,10000,234,300,36.77,100,19585.92,15675.2
22.12.2022,ECA-40,RH02,D1-MG-885,1.87,3,8.03,9,800,1000,12012.88,27000,12417.46,3%,10000,15020.96,10000,223,300,35.73,100,19344.27,15016.1
22.12.2022,ECA-40,RH02,D1-MG-885,1.87,3,8.09,9,800,1000,12102.64,27000,12541.99,4%,10000,15129.42,10000,236,300,36.04,100,19634.43,15128.3
22.12.2022,ECA-40,RH02,D1-MG-885,2.05,3,8.12,9,858,1000,14282.268,27000,14766.79,3%,10000,16641.49,10000,261,300,38.32,100,19780.32,16646
22.12.2022,ECA-40,RH02,D1-MG-885,1.84,3,9.05,9,610,1000,10157.72,27000,10245.6,1%,10000,16649.98,10000,191,300,37.21,100,24570.75,16652
22.12.2022,ECA-40,RH02,D1-MG-885,1.58,3,8.82,9,700,1000,9754.92,27000,9859.121,1%,10000,13939.39,10000,173,300,33.86,100,23337.72,13935.6
22.12.2022,ECA-40,RH02,D1-MG-885,1.8,3,8.56,9,560,1000,8628.48,27000,8744.578,1%,10000,15404.58,10000,196,300,36.1,100,21982.08,15408
22.12.2022,ECA-40,RH02,D1-MG-885,2.12,3,8.02,9,800,1000,13601.92,27000,14077.4,3%,10000,17000.28,10000,255,300,38.72,100,19296.12,17002.4
22.12.2022,ECA-40,RH02,D1-MG-885,1.93,3,8.04,9,800,1000,12413.76,27000,12843.84,3%,10000,15515.85,10000,234,300,36.44,100,19392.48,15517.2
22.12.2022,ECA-40,RH02,D1-MG-885,1.87,3,8.03,9,800,1000,12012.88,27000,12443.48,3%,10000,15012.36,10000,225,300,35.86,100,19344.27,15016.1
22.12.2022,ECA-40,RH02,D1-MG-885,1.96,3,8.05,9,800,1000,12622.4,27000,13023.28,3%,10000,15772.12,10000,235,300,36.86,100,19440.75,15778
22.12.2022,ECA-40,RH02,D1-MG-885,1.95,3,8.05,9,800,1000,12558,27000,12990.39,3%,10000,15693.21,10000,238,300,36.83,100,19440.75,15697.5
22.12.2022,ECA-40,RH02,D1-MG-885,1.94,3,8.05,9,800,1000,12493.6,27000,12957.19,4%,10000,15624.76,10000,238,300,36.83,100,19440.75,15617
22.12.2022,ECA-40,RH02,D1-MG-885,1.92,3,8.08,9,800,1000,12410.88,27000,12853.42,3%,10000,15510.91,10000,233,300,36.9,100,19585.92,15513.6
22.12.2022,ECA-40,RH02,D1-MG-885,2.02,3,8.14,9,800,1000,13154.24,27000,13636.9,4%,10000,16451.69,10000,249,300,38.14,100,19877.88,16442.8
22.12.2022,ECA-40,RH02,D1-MG-885,1.8,3,8.66,9,560,1000,8729.28,27000,8843.911,1%,10000,15582.24,10000,193,300,36.24,100,22498.68,15588
22.12.2022,ECA-40,RH02,D1-MG-885,1.59,3,8.93,9,687,1000,9754.5069,27000,9882.629,1%,10000,14200.93,10000,172,300,33.96,100,23923.47,14198.7
22.12.2022,ECA-40,RH02,D1-MG-885,1.81,3,9.02,9,560,1000,9142.672,27000,9253.87,1%,10000,16324.03,10000,185,300,36.45,100,24408.12,16326.2
22.12.2022,ECA-40,RH02,D1-MG-885,2.09,3,8.05,9,800,1000,13459.6,27000,13890.48,3%,10000,16818.02,10000,253,300,37.95,100,19440.75,16824.5
22.12.2022,ECA-40,RH02,D1-MG-885,1.95,3,8.12,9,800,1000,12667.2,27000,13073.7,3%,10000,15837.32,10000,236,300,36.53,100,19780.32,15834
22.12.2022,ECA-40,RH02,D1-MG-885,1.94,3,8.28,9,800,1000,12850.56,27000,13277.91,3%,10000,16068.05,10000,230,300,36.61,100,20567.52,16063.2
22.12.2022,ECA-40,RH02,D1-MG-885,1.93,3,8.03,9,800,1000,12398.32,27000,12861.49,4%,10000,15501.18,10000,233,300,36.18,100,19344.27,15497.9
22.12.2022,ECA-40,RH02,D1-MG-885,1.84,3,8.05,9,800,1000,11849.6,27000,12270.82,3%,10000,14810.71,10000,222,300,35.1,100,19440.75,14812
22.12.2022,ECA-40,RH02,D1-MG-885,1.91,3,8.08,9,800,1000,12346.24,27000,12785.56,3%,10000,15428.98,10000,235,300,35.88,100,19585.92,15432.8
22.12.2022,ECA-40,RH02,D1-MG-885,1.92,3,8.11,9,800,1000,12456.96,27000,12857.96,3%,10000,15566.59,10000,233,300,35.99,100,19731.63,15571.2
22.12.2022,ECA-40,RH02,D1-MG-885,2.04,3,8.07,9,800,1000,13170.24,27000,13652.28,4%,10000,16457.5,10000,251,300,37.18,100,19537.47,16462.8
22.12.2022,ECA-40,RH02,D1-MG-885,1.81,3,8.79,9,619,1000,9848.2281,27000,9932.407,1%,10000,15911.35,10000,195,300,35.51,100,23179.23,15909.9
22.12.2022,ECA-40,RH02,D1-MG-885,1.51,3,8.67,9,743,1000,9727.1331,27000,9807.046,1%,10000,13090.04,10000,167,300,32.05,100,22550.67,13091.7
22.12.2022,ECA-40,RH02,D1-MG-885,1.86,3,8.65,9,610,1000,9814.29,27000,9908.019,1%,10000,16095.7,10000,204,300,35.57,100,22446.75,16089
22.12.2022,ECA-40,RH02,D1-MG-885,2.09,3,8.03,9,800,1000,13426.16,27000,13876.26,3%,10000,16780.82,10000,258,300,37.15,100,19344.27,16782.7
22.12.2022,ECA-40,RH02,D1-MG-885,1.94,3,8.05,9,800,1000,12493.6,27000,12914.9,3%,10000,15624.57,10000,236,300,35.93,100,19440.75,15617
22.12.2022,ECA-40,RH02,D1-MG-885,1.9,3,8.03,9,800,1000,12205.6,27000,12617.5,3%,10000,15260.42,10000,228,300,35.61,100,19344.27,15257
22.12.2022,ECA-40,RH02,D1-MG-885,1.94,3,8.05,9,800,1000,12493.6,27000,12924.72,3%,10000,15624.57,10000,234,300,36.12,100,19440.75,15617
22.12.2022,ECA-40,RH02,D1-MG-885,1.86,3,8.05,9,800,1000,11978.4,27000,12400.04,3%,10000,14979.51,10000,223,300,35.5,100,19440.75,14973
22.12.2022,ECA-40,RH02,D1-MG-885,1.94,3,8.06,9,800,1000,12509.12,27000,12971.81,4%,10000,15643.38,10000,239,300,36.57,100,19489.08,15636.4
22.12.2022,ECA-40,RH02,D1-MG-885,1.83,3,8.07,9,800,1000,11814.48,27000,12209.11,3%,10000,14764.26,10000,220,300,35.03,100,19537.47,14768.1
22.12.2022,ECA-40,RH02,D1-MG-885,2.04,3,8.11,9,800,1000,13235.52,27000,13676.11,3%,10000,16549.5,10000,245,300,37.27,100,19731.63,16544.4
22.12.2022,ECA-40,RH02,D1-MG-885,1.82,3,8.68,9,619,1000,9778.7144,27000,9906.451,1%,10000,15798.51,10000,201,300,35.75,100,22602.72,15797.6
22.12.2022,ECA-40,RH02,D1-MG-885,1.68,3,9.5,9,560,1000,8937.6,27000,9082.229,2%,10000,15958.15,10000,169,300,35.76,100,27075,15960
22.12.2022,ECA-40,RH02,D1-MG-885,1.86,3,8.87,9,560,1000,9238.992,27000,9335.646,1%,10000,16502.85,10000,194,300,36.44,100,23603.07,16498.2
22.12.2022,ECA-40,RH02,D1-MG-885,2.07,3,8.01,9,800,1000,13264.56,27000,13709.51,3%,10000,16573.87,10000,256,300,37.54,100,19248.03,16580.7
22.12.2022,ECA-40,RH02,D1-MG-885,1.95,3,8.05,9,800,1000,12558,27000,12998.61,3%,10000,15687.95,10000,238,300,36.34,100,19440.75,15697.5
22.12.2022,ECA-40,RH02,D1-MG-885,1.89,3,8.03,9,800,1000,12141.36,27000,12562.55,3%,10000,15173.11,10000,228,300,35.25,100,19344.27,15176.7
22.12.2022,ECA-40,RH02,D1-MG-885,1.95,3,8.04,9,800,1000,12542.4,27000,12997.18,3%,10000,15684.04,10000,236,300,36.15,100,19392.48,15678
22.12.2022,ECA-40,RH02,D1-MG-885,1.94,3,8.07,9,800,1000,12524.64,27000,12922.17,3%,10000,15650.37,10000,235,300,36.29,100,19537.47,15655.8
22.12.2022,ECA-40,RH02,D1-MG-885,1.9,3,8.03,9,800,1000,12205.6,27000,12635.78,3%,10000,15264.03,10000,228,300,35.79,100,19344.27,15257
22.12.2022,ECA-40,RH02,D1-MG-885,1.92,3,8.06,9,800,1000,12380.16,27000,12836.71,4%,10000,15476.16,10000,232,300,36.06,100,19489.08,15475.2
22.12.2022,ECA-40,RH02,D1-MG-885,1.99,3,8.09,9,800,1000,12879.28,27000,13299.78,3%,10000,16108.45,10000,245,300,36.87,100,19634.43,16099.1
22.12.2022,ECA-40,RH02,D1-MG-885,1.78,3,8.7,9,634,1000,9818.124,27000,9908.32,1%,10000,15480.66,10000,193,300,35.24,100,22707,15486
22.12.2022,ECA-40,RH02,D1-MG-885,1.64,3,9.37,9,560,1000,8605.408,27000,8714.002,1%,10000,15360.08,10000,168,300,34.68,100,26339.07,15366.8
22.12.2022,ECA-40,RH02,D1-MG-885,1.84,3,9.03,9,560,1000,9304.512,27000,9414.007,1%,10000,16617.04,10000,188,300,36.93,100,24462.27,16615.2
22.12.2022,ECA-40,RH02,D1-MG-885,2.04,3,8.05,9,800,1000,13137.6,27000,13558.64,3%,10000,16425.47,10000,248,300,37.48,100,19440.75,16422
22.12.2022,ECA-40,RH02,D1-MG-885,1.86,3,8.03,9,800,1000,11948.64,27000,12361.18,3%,10000,14944.54,10000,226,300,35.48,100,19344.27,14935.8
22.12.2022,ECA-40,RH02,D1-MG-885,1.93,3,8.05,9,800,1000,12429.2,27000,12862.49,3%,10000,15531.87,10000,236,300,36.29,100,19440.75,15536.5
22.12.2022,ECA-40,RH02,D1-MG-885,1.95,3,8.34,9,800,1000,13010.4,27000,13422.15,3%,10000,16270.61,10000,228,300,36.76,100,20866.68,16263
22.12.2022,ECA-40,RH02,D1-MG-885,1.92,3,8.06,9,800,1000,12380.16,27000,12833.79,4%,10000,15472.9,10000,235,300,35.89,100,19489.08,15475.2
22.12.2022,ECA-40,RH02,D1-MG-885,1.89,3,8.05,9,800,1000,12171.6,27000,12621.04,4%,10000,15218.28,10000,229,300,35.39,100,19440.75,15214.5
22.12.2022,ECA-40,RH02,D1-MG-885,1.92,3,8.06,9,800,1000,12380.16,27000,12848.13,4%,10000,15479.62,10000,236,300,35.53,100,19489.08,15475.2
22.12.2022,ECA-40,RH02,D1-MG-885,2.03,3,8.14,9,800,1000,13219.36,27000,13661.18,3%,10000,16526.23,10000,249,300,36.83,100,19877.88,16524.2
22.12.2022,ECA-40,RH02,D1-MG-885,1.76,3,8.68,9,641,1000,9792.4288,27000,9863.188,1%,10000,15272.22,10000,189,300,34.98,100,22602.72,15276.8
22.12.2022,ECA-40,RH02,D1-MG-885,1.63,3,9.37,9,560,1000,8552.936,27000,8657.077,1%,10000,15279.46,10000,166,300,34.37,100,26339.07,15273.1
22.12.2022,ECA-40,RH02,D1-MG-885,1.87,3,8.43,9,560,1000,8827.896,27000,8924.836,1%,10000,15772.14,10000,205,300,35.58,100,21319.47,15764.1
22.12.2022,ECA-40,RH02,D1-MG-885,2.08,3,8.03,9,800,1000,13361.92,27000,13776.91,3%,10000,16698.66,10000,253,300,37.35,100,19344.27,16702.4
22.12.2022,ECA-40,RH02,D1-MG-885,1.96,3,8.04,9,800,1000,12606.72,27000,13070.59,4%,10000,15764.08,10000,239,300,36.25,100,19392.48,15758.4
22.12.2022,ECA-40,RH02,D1-MG-885,1.96,3,8.1,9,800,1000,12700.8,27000,13100.78,3%,10000,15874.04,10000,236,300,36.17,100,19683,15876
22.12.2022,ECA-40,RH02,D1-MG-885,1.97,3,8.04,9,800,1000,12671.04,27000,13079.27,3%,10000,15838.8,10000,240,300,36.15,100,19392.48,15838.8
22.12.2022,ECA-40,RH02,D1-MG-885,1.89,3,8.03,9,800,1000,12141.36,27000,12540.6,3%,10000,15175.19,10000,227,300,35.87,100,19344.27,15176.7
22.12.2022,ECA-40,RH02,D1-MG-885,1.94,3,8.06,9,800,1000,12509.12,27000,12912.09,3%,10000,15629.22,10000,237,300,36.25,100,19489.08,15636.4
22.12.2022,ECA-40,RH02,D1-MG-885,1.86,3,8.11,9,800,1000,12067.68,27000,12490.65,3%,10000,15078.83,10000,227,300,35.37,100,19731.63,15084.6
22.12.2022,ECA-40,RH02,D1-MG-885,2.02,3,8.1,9,868,1000,14202.216,27000,14725.18,4%,10000,16370.28,10000,263,300,37.07,100,19683,16362
22.12.2022,ECA-40,RH02,D1-MG-885,1.81,3,8.98,9,560,1000,9102.128,27000,9223.581,1%,10000,16261.4,10000,187,300,36.13,100,24192.12,16253.8
22.12.2022,ECA-40,RH02,D1-MG-885,1.57,3,8.74,9,711,1000,9756.1998,27000,9851.358,1%,10000,13720.23,10000,174,300,33.11,100,22916.28,13721.8
22.12.2022,ECA-40,RH02,D1-MG-885,1.82,3,8.72,9,617,1000,9792.0368,27000,9917.928,1%,10000,15866.03,10000,196,300,35.7,100,22811.52,15870.4
22.12.2022,ECA-40,RH02,D1-MG-885,2.13,3,8.08,9,800,1000,13768.32,27000,14226.67,3%,10000,17203.58,10000,256,300,38.05,100,19585.92,17210.4
22.12.2022,ECA-40,RH02,D1-MG-885,1.95,3,8.05,9,800,1000,12558,27000,12976.99,3%,10000,15687.95,10000,236,300,36.05,100,19440.75,15697.5
22.12.2022,ECA-40,RH02,D1-MG-885,1.9,3,8.05,9,800,1000,12236,27000,12626.22,3%,10000,15291.96,10000,230,300,35.38,100,19440.75,15295
22.12.2022,ECA-40,RH02,D1-MG-885,1.94,3,8.02,9,800,1000,12447.04,27000,12889.04,3%,10000,15566.17,10000,234,300,35.67,100,19296.12,15558.8
22.12.2022,ECA-40,RH02,D1-MG-885,1.94,3,8.05,9,800,1000,12493.6,27000,12890.36,3%,10000,15608.08,10000,236,300,36.27,100,19440.75,15617
22.12.2022,ECA-40,RH02,D1-MG-885,1.96,3,8.05,9,800,1000,12622.4,27000,13074.26,3%,10000,15777.02,10000,241,300,36.61,100,19440.75,15778
22.12.2022,ECA-40,RH02,D1-MG-885,1.92,3,8.08,9,800,1000,12410.88,27000,12857.89,3%,10000,15513.79,10000,236,300,36.3,100,19585.92,15513.6
22.12.2022,ECA-40,RH02,D1-MG-885,2.11,3,8.06,9,800,1000,13605.28,27000,14089.38,3%,10000,17003.44,10000,259,300,38.33,100,19489.08,17006.6
22.12.2022,ECA-40,RH02,D1-MG-885,1.83,3,9.12,9,610,1000,10180.656,27000,10280.76,1%,10000,16694.91,10000,188,300,36.88,100,24952.32,16689.6
22.12.2022,ECA-40,RH02,D1-MG-885,1.71,3,9.76,9,610,1000,10180.656,27000,10311.04,1%,10000,16685.67,10000,169,300,36.58,100,28577.28,16689.6
22.12.2022,ECA-40,RH02,D1-MG-885,1.85,3,8.95,9,560,1000,9272.2,27000,9411.031,1%,10000,16564.35,10000,193,300,36.89,100,24030.75,16557.5
22.12.2022,ECA-40,RH02,D1-MG-885,2.04,3,8.05,9,800,1000,13137.6,27000,13601.98,3%,10000,16420.16,10000,250,300,37.03,100,19440.75,16422
22.12.2022,ECA-40,RH02,D1-MG-885,1.96,3,8.05,9,800,1000,12622.4,27000,13028.8,3%,10000,15787.6,10000,236,300,36.44,100,19440.75,15778
22.12.2022,ECA-40,RH02,D1-MG-885,1.92,3,8.15,9,800,1000,12518.4,27000,12911.51,3%,10000,15638.4,10000,227,300,36.18,100,19926.75,15648
22.12.2022,ECA-40,RH02,D1-MG-885,1.93,3,8.05,9,800,1000,12429.2,27000,12866.65,3%,10000,15532.06,10000,234,300,36.19,100,19440.75,15536.5
22.12.2022,ECA-40,RH02,D1-MG-885,1.97,3,8.33,9,800,1000,13128.08,27000,13594.1,3%,10000,16405.96,10000,235,300,36.96,100,20816.67,16410.1
22.12.2022,ECA-40,RH02,D1-MG-885,1.93,3,8.1,9,800,1000,12506.4,27000,12978.26,4%,10000,15635.89,10000,239,300,36.3,100,19683,15633
22.12.2022,ECA-40,RH02,D1-MG-885,1.91,3,8.25,9,800,1000,12606,27000,13056.66,3%,10000,15758.26,10000,231,300,36.55,100,20418.75,15757.5
22.12.2022,ECA-40,RH02,D1-MG-885,2.08,3,8.11,9,878,1000,14810.8064,27000,15330.4,3%,10000,16862.98,10000,265,300,37.96,100,19731.63,16868.8
22.12.2022,ECA-40,RH02,D1-MG-885,1.78,3,8.6,9,560,1000,8572.48,27000,8680.15,1%,10000,15299.63,10000,191,300,35.17,100,22188,15308
22.12.2022,ECA-40,RH02,D1-MG-885,1.66,3,9.06,9,560,1000,8422.176,27000,8527.198,1%,10000,15039.77,10000,175,300,34.54,100,24625.08,15039.6
22.12.2022,ECA-40,RH02,D1-MG-885,1.8,3,8.62,9,633,1000,9821.628,27000,9910.685,1%,10000,15519.06,10000,194,300,35.42,100,22291.32,15516
22.12.2022,ECA-40,RH02,D1-MG-885,2.08,3,8.07,9,800,1000,13428.48,27000,13852.95,3%,10000,16792.67,10000,254,300,37.94,100,19537.47,16785.6
22.12.2022,ECA-40,RH02,D1-MG-885,1.94,3,8.06,9,800,1000,12509.12,27000,12913.87,3%,10000,15630.19,10000,234,300,36.51,100,19489.08,15636.4
22.12.2022,ECA-40,RH02,D1-MG-885,1.94,3,8.18,9,800,1000,12695.36,27000,13077.41,3%,10000,15865.71,10000,229,300,36.37,100,20073.72,15869.2
22.12.2022,ECA-40,RH02,D1-MG-885,1.94,3,8.07,9,800,1000,12524.64,27000,12939.14,3%,10000,15649.01,10000,232,300,36.23,100,19537.47,15655.8
22.12.2022,ECA-40,RH02,D1-MG-885,1.93,3,8.19,9,800,1000,12645.36,27000,13100.09,3%,10000,15802.65,10000,232,300,36.44,100,20122.83,15806.7
22.12.2022,ECA-40,RH02,D1-MG-885,1.86,3,8.07,9,800,1000,12008.16,27000,12427.13,3%,10000,15003.13,10000,221,300,35.57,100,19537.47,15010.2
22.12.2022,ECA-40,RH02,D1-MG-885,1.97,3,8.38,9,663,1000,10945.2018,27000,11055.75,1%,10000,16505.84,10000,227,300,37.08,100,21067.32,16508.6
22.12.2022,ECA-40,RH02,D1-MG-885,2.05,3,8.03,9,800,1000,13169.2,27000,13607.86,3%,10000,16469.7,10000,255,300,37.45,100,19344.27,16461.5
22.12.2022,ECA-40,RH02,D1-MG-885,1.76,3,8.71,9,637,1000,9764.9552,27000,9866.744,1%,10000,15334.18,10000,188,300,34.82,100,22759.23,15329.6
22.12.2022,ECA-40,RH02,D1-MG-885,1.68,3,9.31,9,560,1000,8758.848,27000,8862.245,1%,10000,15648.86,10000,170,300,35.29,100,26002.83,15640.8
22.12.2022,ECA-40,RH02,D1-MG-885,1.86,3,8.83,9,560,1000,9197.328,27000,9290.014,1%,10000,16420.45,10000,196,300,36.48,100,23390.67,16423.8
22.12.2022,ECA-40,RH02,D1-MG-885,2.09,3,8.1,9,800,1000,13543.2,27000,13954.68,3%,10000,16927.33,10000,253,300,37.81,100,19683,16929
22.12.2022,ECA-40,RH02,D1-MG-885,1.91,3,8.04,9,800,1000,12285.12,27000,12724.88,3%,10000,15360.22,10000,230,300,35.82,100,19392.48,15356.4
22.12.2022,ECA-40,RH02,D1-MG-885,1.91,3,8.05,9,800,1000,12300.4,27000,12743.47,3%,10000,15378.56,10000,230,300,35.86,100,19440.75,15375.5
22.12.2022,ECA-40,RH02,D1-MG-885,1.98,3,8.04,9,800,1000,12735.36,27000,13132.99,3%,10000,15917.62,10000,242,300,36.38,100,19392.48,15919.2
22.12.2022,ECA-40,RH02,D1-MG-885,1.92,3,8.06,9,800,1000,12380.16,27000,12853.34,4%,10000,15483.46,10000,236,300,36.2,100,19489.08,15475.2
22.12.2022,ECA-40,RH02,D1-MG-885,1.93,3,8.06,9,800,1000,12444.64,27000,12864.38,3%,10000,15551.55,10000,237,300,36.1,100,19489.08,15555.8
22.12.2022,ECA-40,RH02,D1-MG-885,1.93,3,8.06,9,800,1000,12444.64,27000,12894.83,3%,10000,15560.82,10000,237,300,36.15,100,19489.08,15555.8
22.12.2022,ECA-40,RH02,D1-MG-885,2.04,3,8.09,9,868,1000,14325.1248,27000,14791.2,3%,10000,16510.13,10000,263,300,37.22,100,19634.43,16503.6
22.12.2022,ECA-40,RH02,D1-MG-885,1.79,3,8.61,9,560,1000,8630.664,27000,8759.996,1%,10000,15409.57,10000,194,300,35.01,100,22239.63,15411.9
22.12.2022,ECA-40,RH02,D1-MG-885,1.64,3,9.33,9,560,1000,8568.672,27000,8667.315,1%,10000,15295.13,10000,168,300,34.72,100,26114.67,15301.2
22.12.2022,ECA-40,RH02,D1-MG-885,1.8,3,8.75,9,623,1000,9812.25,27000,9928.198,1%,10000,15746.76,10000,194,300,35.87,100,22968.75,15750
22.12.2022,ECA-40,RH02,D1-MG-885,2.08,3,8.06,9,800,1000,13411.84,27000,13830.83,3%,10000,16756.06,10000,253,300,37.88,100,19489.08,16764.8
22.12.2022,ECA-40,RH02,D1-MG-885,1.9,3,8.07,9,800,1000,12266.4,27000,12662.15,3%,10000,15329.96,10000,229,300,35.72,100,19537.47,15333
22.12.2022,ECA-40,RH02,D1-MG-885,1.93,3,8.05,9,800,1000,12429.2,27000,12866.48,3%,10000,15544.8,10000,233,300,35.81,100,19440.75,15536.5
22.12.2022,ECA-40,RH02,D1-MG-885,1.99,3,8.04,9,800,1000,12799.68,27000,13247.52,3%,10000,15994.23,10000,243,300,36.62,100,19392.48,15999.6
22.12.2022,ECA-40,RH02,D1-MG-885,1.88,3,8.03,9,800,1000,12077.12,27000,12519.2,4%,10000,15098.66,10000,226,300,35.47,100,19344.27,15096.4
22.12.2022,ECA-40,RH02,D1-MG-885,1.87,3,8.04,9,800,1000,12027.84,27000,12498.81,4%,10000,15040.41,10000,226,300,35.38,100,19392.48,15034.8
22.12.2022,ECA-40,RH02,D1-MG-885,1.83,3,8.06,9,800,1000,11799.84,27000,12209.66,3%,10000,14757.85,10000,222,300,34.79,100,19489.08,14749.8
22.12.2022,ECA-40,RH02,D1-MG-885,2.03,3,8.04,9,800,1000,13056.96,27000,13545.29,4%,10000,16330.74,10000,257,300,36.8,100,19392.48,16321.2
22.12.2022,ECA-40,RH02,D1-MG-885,1.77,3,8.62,9,560,1000,8544.144,27000,8688.994,2%,10000,15262.18,10000,192,300,34.73,100,22291.32,15257.4
22.12.2022,ECA-40,RH02,D1-MG-885,1.63,3,9.47,9,560,1000,8644.216,27000,8763.126,1%,10000,15437.4,10000,165,300,34.59,100,26904.27,15436.1
22.12.2022,ECA-40,RH02,D1-MG-885,1.8,3,8.95,9,560,1000,9021.6,27000,9134.539,1%,10000,16112.34,10000,185,300,35.75,100,24030.75,16110
22.12.2022,ECA-40,RH02,D1-MG-885,2.12,3,8.09,9,838,1000,14372.3704,27000,14838.19,3%,10000,17155.68,10000,257,300,37.92,100,19634.43,17150.8
22.12.2022,ECA-40,RH02,D1-MG-885,1.89,3,8.05,9,800,1000,12171.6,27000,12597.53,3%,10000,15212.04,10000,231,300,35.36,100,19440.75,15214.5
22.12.2022,ECA-40,RH02,D1-MG-885,1.91,3,8.05,9,800,1000,12300.4,27000,12728.01,3%,10000,15376.46,10000,239,300,35.49,100,19440.75,15375.5
22.12.2022,ECA-40,RH02,D1-MG-885,1.96,3,8.06,9,800,1000,12638.08,27000,13043.17,3%,10000,15794.46,10000,241,300,35.93,100,19489.08,15797.6
22.12.2022,ECA-40,RH02,D1-MG-885,1.92,3,8.06,9,800,1000,12380.16,27000,12832.75,4%,10000,15474.24,10000,234,300,35.86,100,19489.08,15475.2
22.12.2022,ECA-40,RH02,D1-MG-885,1.87,3,8.08,9,800,1000,12087.68,27000,12533.45,4%,10000,15109.23,10000,229,300,35.19,100,19585.92,15109.6
22.12.2022,ECA-40,RH02,D1-MG-885,1.89,3,8.14,9,800,1000,12307.68,27000,12773.75,4%,10000,15384.79,10000,231,300,35.56,100,19877.88,15384.6
22.12.2022,ECA-40,RH02,D1-MG-885,2.06,3,8.05,9,800,1000,13266.4,27000,13718.35,3%,10000,16573.94,10000,251,300,37.1,100,19440.75,16583
22.12.2022,ECA-40,RH02,D1-MG-885,1.83,3,8.9,9,610,1000,9935.07,27000,10041.67,1%,10000,16287.18,10000,193,300,35.96,100,23763,16287
22.12.2022,ECA-40,RH02,D1-MG-885,1.56,3,8.82,9,705,1000,9700.236,27000,9828.505,1%,10000,13765.75,10000,173,300,32.83,100,23337.72,13759.2
22.12.2022,ECA-40,RH02,D1-MG-885,1.85,3,8.7,9,610,1000,9817.95,27000,9947.669,1%,10000,16102.4,10000,202,300,35.3,100,22707,16095
22.12.2022,ECA-40,RH02,D1-MG-885,2.09,3,8.03,9,800,1000,13426.16,27000,13872.7,3%,10000,16783.33,10000,255,300,37.2,100,19344.27,16782.7
22.12.2022,ECA-40,RH02,D1-MG-885,1.85,3,8.08,9,800,1000,11958.4,27000,12397.25,4%,10000,14939.12,10000,224,300,34.85,100,19585.92,14948
22.12.2022,ECA-40,RH02,D1-MG-885,1.98,3,8.04,9,800,1000,12735.36,27000,13150.07,3%,10000,15926.33,10000,242,300,36.07,100,19392.48,15919.2
22.12.2022,ECA-40,RH02,D1-MG-885,1.94,3,8.06,9,800,1000,12509.12,27000,12963.35,4%,10000,15644.16,10000,238,300,35.72,100,19489.08,15636.4
22.12.2022,ECA-40,RH02,D1-MG-885,1.93,3,8.07,9,800,1000,12460.08,27000,12918.03,4%,10000,15574.13,10000,236,300,35.67,100,19537.47,15575.1
22.12.2022,ECA-40,RH02,D1-MG-885,1.92,3,8.09,9,800,1000,12426.24,27000,12905.39,4%,10000,15526.27,10000,240,300,35.6,100,19634.43,15532.8
22.12.2022,ECA-40,RH02,D1-MG-885,1.85,3,8.06,9,800,1000,11928.8,27000,12329.89,3%,10000,14907.3,10000,224,300,34.82,100,19489.08,14911
22.12.2022,ECA-40,RH02,D1-MG-885,2.06,3,8.12,9,800,1000,13381.76,27000,13854.33,3%,10000,16730.7,10000,249,300,37.01,100,19780.32,16727.2
